"plant","num_leaf_segments","num_uninfected","perc_infected","blackSpore","Undifilum","unk_infections","notAlfuInfected","morphospecies_not_counting_Undifilum","notes","startCulturedate","endCultureDate","Height","Width","Length","Flowering.","Weight.mg.","d15N....vs..air.","wt...N","d13C....vs..VPDB.","wt...C","percN","percC","m1","m2","m3","a1","a2","a3","m4","a4","X","treament","status","DateFlowering","DateFruiting","width","height","length","vol","X.Fl_Stems_atCollectionTime","X.Fl_stemsEndOfYear","X.LeavesCollection","X.LeavesEndofYear","lvs_with_herbivory","lvs_with_fungus","blackdotFungusPresence","leafarea_avg","sla_1","sla_2","sla_3","sla_4","sla_avg","ndfa","tube_before","tube_after","sample_mg","Calculated.amount","top","bottom","X..Swainsonine","treatment_failed"
184,8,NA,NA,NA,NA,NA,NA,2,"lots of contam","9/17/17","10/7/17",6,18,14,"",2.96,1.55,4.02,-30.03,44.3,1.35810810810811,14.9662162162162,1.72,1.43,2.28,0.354,0.211,0.255,NA,NA,"","controlNeg","good",NA,NA,18,10,17,NA,NA,NA,9,NA,1,3,"",0.455,0.205813953488372,0.147552447552448,0.111842105263158,NA,0.155069502101326,48.252688172043,1241.14,1251.48,10.34,"NF","#VALUE!",2068,0,"no"
185,9,8,0.111111111,1,0,NA,1,1,"","9/17/17","10/28/17",26,65,55,"y",3.733,5.26,5.76,-29.06,45.76,1.54299491025984,12.2582373426199,4.83,6.84,3.2,0.746,0.865,0.542,NA,NA,"","treated_plus","good",NA,NA,69,28,59,NA,2,NA,128,NA,NA,41,"",0.78825,0.154451345755694,0.126461988304094,0.169375,NA,0.150096111353262,-1.61290322580645,1286.19,1335.49,49.3,"NF","#VALUE!",9860,0,"no"
186,9,8,0.111111111,1,0,NA,1,1,"","9/17/17","10/28/17",23,72,62,"y",3.459,-0.69,5.98,-28.1,47.47,1.72882335935241,13.7236195432206,3.47,4.63,4.47,0.469,0.509,0.552,NA,NA,"","untreated_neg","good",NA,NA,64,24,60,NA,NA,NA,144,NA,5,30,"",0.6325,0.135158501440922,0.109935205183585,0.123489932885906,NA,0.122861213170138,78.3602150537635,1234.62,1268.59,33.97,"NF","#VALUE!",6794,0,"no"
187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlplus","weak",NA,NA,7,7,7,NA,NA,NA,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlplus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
189,9,9,0,NA,0,NA,0,NA,"some contam","9/17/17","10/28/17",12,39,30,"",3.775,-0.58,3.77,-30.8,44.33,0.998675496688742,11.7430463576159,2.5,2.56,2.08,0.266,0.331,0.233,NA,NA,"","treated_neg","good",NA,NA,39,15,24,NA,NA,NA,41,NA,NA,5,"",0.4575,0.1064,0.129296875,0.112019230769231,NA,0.115905368589744,76.8817204301075,1250.1,1296.46,46.36,"NF","#VALUE!",9272,0,"no"
190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlplus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
191,9,9,0,NA,0,NA,0,NA,"some contam","9/17/17","10/28/17",10,26,24,"",3.748,0.71,2.71,-30.12,41.77,0.723052294557097,11.1446104589114,2.61,2.1,3.36,0.321,0.213,0.379,NA,NA,"","treated_plus","good",NA,NA,25,13,21,NA,NA,NA,26,NA,NA,3,"",0.47825,0.122988505747126,0.101428571428571,0.112797619047619,NA,0.112404898741106,59.5430107526882,1285.9,1337.57,51.67,"NF","#VALUE!",10334,0,"no"
192,13,13,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",15,32,28,"y",4.063,2.31,2.59,-30.54,42.97,0.637460004922471,10.5759291164164,2.86,1.96,3.3,0.344,0.275,0.392,NA,NA,"","treated_plus","good",NA,NA,26,14,20,NA,NA,NA,21,NA,NA,3,"",0.50275,0.12027972027972,0.14030612244898,0.118787878787879,NA,0.126457907172193,38.0376344086022,1304.96,1350.28,45.32,"NF","#VALUE!",9064,0,"no"
193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlplus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
194,15,14,0.066666667,NA,0,NA,0,1,"","9/16/17","10/28/17",11,22,22,"",3.54,0.15,2.33,-30.43,40.96,0.65819209039548,11.5706214689266,1.89,2.34,2.18,0.254,0.261,0.265,NA,NA,"","untreated_neg","good",NA,NA,21,14,19,NA,NA,NA,23,NA,3,4,"",0.445,0.134391534391534,0.111538461538462,0.121559633027523,NA,0.12249654298584,67.0698924731183,1304.25,1351.09,46.84,"NF","#VALUE!",9368,0,"no"
195,8,NA,NA,NA,NA,NA,NA,NA,"black spore contam","9/17/17","10/11/17",10,13,13,"",NA,NA,NA,NA,NA,NA,NA,1.91,2.09,2.28,0.154,0.209,0.237,NA,NA,"","untreated_neg","good",NA,NA,14,10,10,NA,NA,NA,9,NA,1,NA,"",0.4,0.0806282722513089,0.1,0.103947368421053,NA,0.0948585468907872,NA,NA,NA,NA,NA,NA,NA,NA,"no"
196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,10,"",NA,NA,NA,NA,NA,NA,NA,6.2,7.72,3.61,0.81,0.754,0.46,NA,NA,"","treated_neg","good",NA,NA,13,10,13,NA,NA,NA,7,NA,1,NA,"",0.756,0.130645161290323,0.0976683937823834,0.127423822714681,NA,0.118579125929129,NA,NA,NA,NA,NA,NA,NA,NA,"no"
197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,37,35,"",3.526,-1.79,2.19,-29.68,43.66,0.621100397050482,12.3823028927964,2.2,3.59,3.6,0.166,0.366,0.343,NA,NA,"","untreated_neg","good",NA,NA,34,20,32,NA,1,NA,58,NA,5,6,"",0.46875,0.0754545454545455,0.101949860724234,0.0952777777777778,NA,0.0908940613188524,93.1451612903226,1234.07,1264.31,30.24,"NF","#VALUE!",6048,0,"no"
198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,6,"",NA,NA,NA,NA,NA,NA,NA,2.29,1.34,1.57,0.17,0.141,0.193,NA,NA,"","treated_plus","weak",NA,NA,9,7,9,NA,NA,NA,2,NA,1,1,"",0.376,0.074235807860262,0.105223880597015,0.122929936305732,NA,0.10079654158767,NA,NA,NA,NA,NA,NA,NA,NA,"no"
199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,13,11,"",3.423,2.4,3.14,-29.91,39.85,0.917323984808647,11.6418346479696,2.79,2.75,1.68,0.315,0.456,0.274,NA,NA,"","untreated_neg","good",NA,NA,11,12,10,NA,NA,NA,6,NA,NA,3,"",0.51125,0.112903225806452,0.165818181818182,0.163095238095238,NA,0.147272215239957,36.8279569892473,1304.17,1332.34,28.17,"NF","#VALUE!",5634,0,"no"
200,8,NA,NA,NA,NA,NA,NA,4,"lots of contam","9/17/17","10/7/17",10,14,14,"",NA,NA,NA,NA,NA,NA,NA,2.71,2.02,2.31,0.203,0.278,0.254,NA,NA,"","untreated_neg","good",NA,NA,16,13,9,NA,NA,NA,6,NA,NA,1,"",0.43375,0.0749077490774908,0.137623762376238,0.10995670995671,NA,0.107496073803479,NA,NA,NA,NA,NA,NA,NA,NA,"no"
201,17,17,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",29,71,59,"y",4.092,-1.91,5.22,-28.31,45.72,1.27565982404692,11.1730205278592,3.31,2.9,3.08,0.427,0.319,0.454,NA,NA,"","untreated_neg","good",NA,NA,68,25,59,NA,5,NA,111,NA,6,35,"",0.55,0.129003021148036,0.11,0.147402597402597,NA,0.128801872850211,94.758064516129,1256.86,1310.78,53.92,"NF","#VALUE!",10784,0,"no"
202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,11,13,"",NA,NA,NA,NA,NA,NA,NA,3.5,3.38,4.13,0.393,0.364,0.572,NA,NA,"","treated_plus","good",NA,NA,16,7,13,NA,NA,NA,7,NA,3,NA,"",0.58225,0.112285714285714,0.107692307692308,0.138498789346247,NA,0.119492270441423,NA,NA,NA,NA,NA,NA,NA,NA,"no"
203,16,9,0.4375,2,0,NA,7,2,"5 yellow","9/16/17","10/7/17",8,17,17,"",3.595,0.87,2.64,-29.94,41.46,0.734353268428373,11.5326842837274,3.15,2.44,3.15,0.292,0.247,0.35,NA,NA,"","treated_neg","good",NA,NA,17,13,16,NA,NA,NA,15,NA,2,NA,"",0.47225,0.0926984126984127,0.101229508196721,0.111111111111111,NA,0.101679677335415,57.3924731182796,1245.09,1273.65,28.56,"NF","#VALUE!",5712,0,"no"
203,16,6,0.625,NA,0,10,10,2,"yellow slime, black spore contam","9/16/17","10/28/17",8,17,17,"",3.595,0.87,2.64,-29.94,41.46,0.734353268428373,11.5326842837274,3.15,2.44,3.15,0.292,0.247,0.35,NA,NA,"","treated_neg","good",NA,NA,17,13,16,NA,NA,NA,15,NA,2,NA,"",0.47225,0.0926984126984127,0.101229508196721,0.111111111111111,NA,0.101679677335415,57.3924731182796,1245.09,1273.65,28.56,"NF","#VALUE!",5712,0,"no"
204,9,6,0.333333333,1,0,2,3,2,"","9/17/17","10/7/17",12,25,19,"",2.879,1.92,2.48,-30.66,43.27,0.861410211879125,15.0295241403265,2.15,1.89,2.1,0.196,0.249,0.225,NA,NA,"","treated_plus","good",NA,NA,21,12,18,NA,NA,NA,24,NA,4,6,"",0.4175,0.0911627906976744,0.131746031746032,0.107142857142857,NA,0.110017226528854,43.2795698924731,1305.46,1349.14,43.68,"NF","#VALUE!",8736,0,"no"
205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,29,23,"",NA,NA,NA,NA,NA,NA,NA,1.71,1.99,2.85,0.234,0.244,0.301,NA,NA,"","treated_neg","good",NA,NA,29,13,23,NA,NA,NA,21,NA,NA,4,"",0.44475,0.136842105263158,0.122613065326633,0.105614035087719,NA,0.121689735225837,NA,NA,NA,NA,NA,NA,NA,NA,"no"
206,9,9,0,NA,0,NA,0,2,"some contam","9/17/17","10/28/17",11,27,20,"",3.737,-0.11,4.57,-29.42,47.13,1.22290607439122,12.6117206315226,3.31,3.67,1.84,0.453,0.469,0.233,NA,NA,"","treated_plus","good",NA,NA,27,10,20,NA,NA,NA,15,NA,NA,8,"",0.53875,0.136858006042296,0.127792915531335,0.126630434782609,NA,0.130427118785413,70.5645161290323,1303.46,1310.03,6.57,"NF","#VALUE!",1314,0,"no"
207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,11,"",NA,NA,NA,NA,NA,NA,NA,3.96,3.89,6.18,0.436,0.377,0.732,NA,NA,"","untreated_neg","weak",NA,NA,13,10,12,NA,NA,NA,4,NA,NA,1,"",0.63625,0.11010101010101,0.0969151670951157,0.118446601941748,NA,0.108487593045958,NA,NA,NA,NA,NA,NA,NA,NA,"no"
208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlneg","dontuse",NA,NA,9,9,5,NA,NA,NA,3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
209,13,13,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",7,14,11,"",2.835,0.91,3.88,-29.97,42.5,1.36860670194004,14.9911816578483,1.7,2.3,2.14,0.241,0.2,0.234,NA,NA,"","untreated_plus","good",NA,NA,14,10,10,NA,NA,NA,5,NA,NA,NA,"",0.41875,0.141764705882353,0.0869565217391304,0.109345794392523,NA,0.112689007338002,56.8548387096774,1311.65,1324.84,13.19,"NF","#VALUE!",2638,0,"no"
210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlNeg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,8,"",NA,NA,NA,NA,NA,NA,NA,3.67,2.66,3.83,0.342,0.45,0.522,NA,NA,"","untreated_neg","weak",NA,NA,10,11,10,NA,NA,NA,5,NA,NA,NA,"",0.5785,0.0931880108991826,0.169172932330827,0.136292428198433,NA,0.132884457142814,NA,NA,NA,NA,NA,NA,NA,NA,"no"
212,9,4,0.555555556,NA,1,2,2,1,"some contam","9/17/17","10/28/17",11,10,9,"",3.931,1.75,2.79,-30.58,43.39,0.709743067921648,11.0379038412618,4.96,2.48,2.38,0.645,0.279,0.273,NA,NA,"","untreated_plus","good",NA,NA,12,11,12,NA,NA,NA,6,NA,4,NA,"",0.54925,0.130040322580645,0.1125,0.114705882352941,NA,0.119082068311195,45.5645161290323,1285.14,1301.63,16.49,"NF","#VALUE!",3298,0,"no"
213,18,18,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",16,44,36,"y",3.849,-1.36,3.82,-30.09,44.27,0.992465575474149,11.5016887503248,1.09,3,1.2,0.285,0.395,0.242,NA,NA,"","untreated_neg","good",NA,NA,43,14,36,NA,NA,NA,58,NA,2,32,"yes",0.4805,0.261467889908257,0.131666666666667,0.201666666666667,NA,0.198267074413863,87.3655913978495,1320.5,1359.01,38.51,"NF","#VALUE!",7702,0,"no"
214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3.383,-1.17,4.46,-30.39,46.66,1.31835648832397,13.7924918711203,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlneg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,84.8118279569892,1240.77,1274.41,33.64,"2.609","3.91342035",6728,0.058,"no"
215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,"",NA,NA,NA,NA,NA,NA,NA,3.85,3.77,2.21,0.455,0.455,0.24,NA,NA,"","untreated_plus","dontuse",NA,NA,7,8,6,NA,NA,NA,3,NA,NA,NA,"",0.5375,0.118181818181818,0.120689655172414,0.108597285067873,NA,0.115822919474035,NA,NA,NA,NA,NA,NA,NA,NA,"no"
216,9,0,1,2,2,NA,9,2,"7 yellow","9/17/17","10/7/17",24,59,48,"y",NA,NA,NA,NA,NA,NA,NA,2.59,6.11,4.44,0.289,0.683,0.595,NA,NA,"","treated_plus","good",NA,NA,63,23,49,NA,8,NA,98,NA,8,14,"",0.64175,0.111583011583012,0.111783960720131,0.134009009009009,NA,0.119125327104051,NA,NA,NA,NA,NA,NA,NA,NA,"no"
217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,13,11,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","weak",NA,NA,10,6,9,NA,NA,NA,5,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,17,12,"",NA,NA,NA,NA,NA,NA,NA,4.72,5.92,3.47,0.47,0.578,0.394,NA,NA,"","treated_plus","weak",NA,NA,15,10,13,NA,NA,NA,5,NA,2,NA,"",0.6105,0.0995762711864407,0.0976351351351351,0.113544668587896,NA,0.103585358303157,NA,NA,NA,NA,NA,NA,NA,NA,"no"
219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,57,51,"y",NA,-2.16,NA,-27.775,NA,1.22290606383398,12.8057339132836,3.49,3.75,4.5,0.465,0.473,0.609,NA,NA,"","untreated_neg","good",NA,NA,53,23,49,NA,1,NA,116,NA,NA,13,"",0.63675,0.13323782234957,0.126133333333333,0.135333333333333,NA,0.131568163005412,98.1182795698925,1285.94,1310.41,24.47,"NF","#VALUE!",4894,0,"no"
220,13,13,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",10,16,11,"",3.068,1.43,2.82,-29.65,43.61,0.919165580182529,14.2144719687093,2.99,1.32,2.27,0.292,0.224,0.255,NA,NA,"","treated_neg","good",NA,NA,14,11,11,NA,NA,NA,7,NA,2,NA,"",0.44275,0.0976588628762542,0.16969696969697,0.112334801762115,NA,0.126563544778446,49.8655913978495,1234.2,1249.33,15.13,"NF","#VALUE!",3026,0,"no"
221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_neg","dontuse",NA,NA,6,6,5,NA,NA,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,15,12,"",3.503,1.85,3.13,-30.63,42.85,0.893519840137025,12.2323722523551,2.89,2.28,1.18,0.398,0.171,0.118,NA,NA,"","controlplus","good",NA,NA,13,11,11,NA,NA,NA,6,NA,2,NA,"",0.42175,0.137716262975779,0.075,0.1,NA,0.10423875432526,44.2204301075269,1250.5,1269.72,19.22,"NF","#VALUE!",3844,0,"no"
223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
224,9,2,0.777777778,NA,0,7,7,2,"white fuzzy, yellow slime","9/17/17","10/28/17",10,18,15,"",NA,NA,NA,NA,NA,NA,NA,3.57,2.17,2.18,0.447,0.216,0.253,0.77,0.086,"","untreated_plus","good",NA,NA,16,12,15,NA,NA,NA,13,NA,NA,NA,"",0.479,0.125210084033613,0.0995391705069124,0.11605504587156,0.111688311688312,0.113123153025099,NA,NA,NA,NA,NA,NA,NA,NA,"no"
225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,11,11,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlneg","weak",NA,NA,14,9,11,NA,NA,NA,5,NA,NA,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
227,13,13,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",7,20,17,"",3.724,1.21,3.44,-29.68,46.17,0.923737916219119,12.3979591836735,1.65,1.43,1.95,0.204,0.151,0.227,NA,NA,"","untreated_plus","good",NA,NA,17,13,15,NA,NA,NA,14,NA,NA,5,"",0.3955,0.123636363636364,0.105594405594406,0.116410256410256,NA,0.115213675213675,52.8225806451613,1285.93,1292.82,6.89,"NF","#VALUE!",1378,0,"no"
228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlplus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlneg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlNeg","dontuse",NA,NA,8,5,6,NA,NA,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
231,10,2,0.8,NA,0,8,8,3,"yellow slime, black spore contam","9/16/17","10/28/17",10,26,24,"",3.017,0.24,2.42,-29.47,42.47,0.802121312562148,14.0768975803779,1.45,2.39,2.5,0.204,0.298,0.231,NA,NA,"","treated_neg","good",NA,NA,25,12,23,NA,NA,NA,45,NA,NA,13,"yes",0.43325,0.140689655172414,0.124686192468619,0.0924,NA,0.119258615880344,65.8602150537634,1249.44,1280.38,30.94,"NF","#VALUE!",6188,0,"no"
232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14,9,"",NA,NA,NA,NA,NA,NA,NA,3.8,5.26,3.25,0.412,0.537,0.374,NA,NA,"","treated_controlneg","good",NA,NA,11,10,10,NA,NA,NA,4,NA,NA,1,"",0.58075,0.108421052631579,0.102091254752852,0.115076923076923,NA,0.108529743487118,NA,NA,NA,NA,NA,NA,NA,NA,"no"
233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlNeg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
235,6,NA,NA,NA,NA,NA,NA,2,"black spores, also lots of green fungi","9/17/17","10/7/17",7,25,18,"",NA,NA,NA,NA,NA,NA,NA,3.58,3.5,3.75,0.381,0.502,0.404,NA,NA,"","untreated_plus","good",NA,NA,24,11,22,NA,NA,NA,20,NA,3,4,"",0.57175,0.106424581005587,0.143428571428571,0.107733333333333,NA,0.11919549525583,NA,NA,NA,NA,NA,NA,NA,NA,"no"
235,4,4,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",7,25,18,"",NA,NA,NA,NA,NA,NA,NA,3.58,3.5,3.75,0.381,0.502,0.404,NA,NA,"","untreated_plus","good",NA,NA,24,11,22,NA,NA,NA,20,NA,3,4,"",0.57175,0.106424581005587,0.143428571428571,0.107733333333333,NA,0.11919549525583,NA,NA,NA,NA,NA,NA,NA,NA,"no"
236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
