"plant","num_leaf_segments","num_uninfected","perc_infected","blackSpore","Undifilum","unk_infections","notAlfuInfected","morphospecies_not_counting_Undifilum","notes","startCulturedate","endCultureDate","Height","Width","Length","Flowering.","Weight.mg.","d15N....vs..air.","wt...N","d13C....vs..VPDB.","wt...C","percN","percC","m1","m2","m3","a1","a2","a3","m4","a4","X","treament","status","DateFlowering","DateFruiting","width","height","length","vol","X.Fl_Stems_atCollectionTime","X.Fl_stemsEndOfYear","X.LeavesCollection","X.LeavesEndofYear","lvs_with_herbivory","lvs_with_fungus","blackdotFungusPresence","leafarea_avg","sla_1","sla_2","sla_3","sla_4","sla_avg","ndfa","tube_before","tube_after","sample_mg","Calculated.amount","top","bottom","X..Swainsonine","treatment_failed"
237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlneg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","dontuse",NA,NA,12,6,7,NA,NA,NA,3,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
239,8,NA,NA,NA,NA,NA,NA,NA,"","9/17/17","10/7/17",17,60,48,"y",3.57,-1.54,4.25,-29.65,44.05,1.19047619047619,12.3389355742297,5.12,3.92,4.22,0.717,0.396,0.56,NA,NA,"","treated_plus","good",NA,NA,71,20,42,NA,5,NA,92,NA,10,18,"",0.66825,0.1400390625,0.101020408163265,0.132701421800948,NA,0.124586964154738,89.7849462365591,1241.56,1290.91,49.35,"NF","#VALUE!",9870,0,"no"
240,8,4,0.5,3,0,1,4,2,"","9/17/17","10/7/17",11,21,19,"",2.927,0.96,2.53,-30.65,41.44,0.864366245302357,14.1578407926204,1.73,1.94,2.34,0.206,0.266,0.311,NA,NA,"","untreated_plus","good",NA,NA,20,12,19,NA,NA,NA,18,NA,NA,NA,"",0.44575,0.119075144508671,0.137113402061856,0.132905982905983,NA,0.12969817649217,56.1827956989247,1297.24,1331.59,34.35,"NF","#VALUE!",6870,0,"no"
241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","weak",NA,NA,5,5,4,NA,NA,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlplus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlneg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,14,13,"",NA,NA,NA,NA,NA,NA,NA,2.43,3.96,2.91,0.164,0.441,0.265,4.64,0.41,"","untreated_plus","weak",NA,NA,13,7,12,NA,NA,NA,5,NA,1,NA,"",0.4675,0.0674897119341564,0.111363636363636,0.0910652920962199,0.0883620689655172,0.0895701773398825,NA,NA,NA,NA,NA,NA,NA,NA,"no"
245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlneg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,10,"",NA,NA,NA,NA,NA,NA,NA,5.11,1.4,1.22,0.58,0.252,0.229,NA,NA,"","treated_plus","weak",NA,NA,14,8,11,NA,NA,NA,5,NA,3,NA,"",0.51525,0.113502935420744,0.18,0.187704918032787,NA,0.160402617817844,NA,NA,NA,NA,NA,NA,NA,NA,"no"
247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,19,18,"",NA,NA,NA,NA,NA,NA,NA,1.81,3.07,3.89,0.211,0.405,0.339,NA,NA,"","untreated_plus","good",NA,NA,18,11,18,NA,NA,NA,16,NA,NA,4,"",0.48875,0.116574585635359,0.131921824104235,0.087146529562982,NA,0.111880979767525,NA,NA,NA,NA,NA,NA,NA,NA,"no"
248,22,8,0.636363636,2,14,NA,2,1,"","9/15/17","10/7/17",16,30,25,"",3.13,-1.93,5.09,-28.78,43.87,1.62619808306709,14.0159744408946,2.73,3.47,2.56,0.271,0.336,0.346,NA,NA,"","treated_plus","good",NA,NA,31,15,24,NA,NA,NA,36,NA,4,10,"",0.48825,0.0992673992673993,0.0968299711815562,0.13515625,NA,0.110417873482985,95.0268817204301,1298.17,1341.34,43.17,"2.107","3.15992641",8634,0.037,"no"
249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11,11,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","dontuse",NA,NA,11,9,11,NA,NA,NA,3,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlneg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
251,8,5,0.375,3,0,NA,3,1,"","9/17/17","10/7/17",11,19,15,"",3.62,1.55,2.52,-30.6,42.09,0.696132596685083,11.6270718232044,1.61,1.73,2.29,0.177,0.175,0.279,NA,NA,"","untreated_neg","good",NA,NA,19,11,14,NA,NA,NA,9,NA,NA,3,"",0.40775,0.109937888198758,0.101156069364162,0.121834061135371,NA,0.110976006232764,48.252688172043,1312.59,1347.44,34.85,"NF","#VALUE!",6970,0,"no"
252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_neg","dontuse",NA,NA,9,9,8,NA,NA,NA,3,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
253,15,0,1,NA,15,NA,0,NA,"","9/16/17","10/7/17",11,19,18,"",3.977,0.33,3.3,-31.79,42.52,0.829771184309781,10.6914759869248,2.29,1.2,1.15,0.147,0.179,0.165,NA,NA,"","untreated_plus","good",NA,NA,16,13,14,NA,NA,NA,11,NA,NA,5,"",0.37275,0.0641921397379913,0.149166666666667,0.143478260869565,NA,0.118945689091408,64.6505376344086,1311.65,1320.88,9.23,"1.046","1.56913566",1846,0.085,"no"
254,9,NA,1,1,9,NA,1,NA,"","9/17/17","10/7/17",8,12,10,"",3.195,1.62,1.71,-30.33,41.53,0.535211267605634,12.9984350547731,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","good",NA,NA,11,11,10,NA,NA,NA,4,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,47.3118279569892,1305.35,1328.38,23.03,"2.516","3.77445551",4606,0.082,"no"
255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,8,"",NA,NA,NA,NA,NA,NA,NA,4.77,4.19,5.15,0.461,0.366,0.465,NA,NA,"","treated_neg","weak",NA,NA,15,8,14,NA,NA,NA,6,NA,1,NA,"",0.573,0.0966457023060797,0.0873508353221957,0.0902912621359223,NA,0.0914292665880659,NA,NA,NA,NA,NA,NA,NA,NA,"no"
256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_neg","weak",NA,NA,12,9,9,NA,NA,NA,4,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12,11,"",NA,NA,NA,NA,NA,NA,NA,3.12,2.23,2.32,0.424,0.249,0.353,NA,NA,"","untreated_plus","good",NA,NA,13,10,12,NA,NA,NA,5,NA,NA,4,"yes",0.5065,0.135897435897436,0.111659192825112,0.152155172413793,NA,0.133237267045447,NA,NA,NA,NA,NA,NA,NA,NA,"no"
258,16,0,1,2,0,NA,16,2,"14 yellow, sequenced the black spore fungus from this one","9/15/17","10/7/17",8,22,15,"",NA,0.51,NA,-30.535,NA,0.49227397574689,10.8997041824975,2.08,2.22,1.08,0.213,0.234,0.115,2.18,0.24,"","untreated_plus","good",NA,NA,22,10,12,NA,NA,NA,22,NA,2,4,"yes",0.3905,0.102403846153846,0.105405405405405,0.106481481481481,0.110091743119266,0.10609561904,62.2311827956989,1307.49,1353.83,46.34,"NF","#VALUE!",9268,0,"no"
259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,14,14,"",3.571,1.91,3.41,-29.86,42.53,0.95491458975077,11.9098291795015,4.11,5.22,8.77,0.44,0.526,0.559,NA,NA,"","treated_plus","good",NA,NA,16,9,14,NA,NA,NA,5,NA,1,15,"",0.63125,0.10705596107056,0.100766283524904,0.0637400228050171,NA,0.0905207558001603,43.4139784946236,1311.26,1328.36,17.1,"NF","#VALUE!",3420,0,"no"
260,20,20,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",27,52,40,"y",3.49,-0.73,3.85,-30.36,47.27,1.10315186246418,13.5444126074499,2.47,3.8,4.37,0.321,0.385,0.468,NA,NA,"","treated_neg","good",NA,NA,45,26,42,NA,2,NA,54,NA,7,NA,"",0.5435,0.12995951417004,0.101315789473684,0.107093821510297,NA,0.112789708384674,78.8978494623656,1233.99,1277.07,43.08,"NF","#VALUE!",8616,0,"no"
261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_controlneg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15,12,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","weak",NA,NA,13,8,11,NA,NA,NA,5,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_neg","dontuse",NA,NA,9,8,7,NA,NA,NA,3,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_neg","dontuse",NA,NA,10,5,6,NA,NA,NA,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","dontuse",NA,NA,5,4,4,NA,NA,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,11,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","weak",NA,NA,9,8,8,NA,NA,NA,4,NA,4,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,15,11,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","good",NA,NA,15,13,14,NA,NA,NA,6,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
270,13,NA,NA,NA,NA,NA,NA,3,"black spores, also lots of green fungi","9/17/17","10/7/17",18,46,43,"y",3.486,1.52,4.78,-29.96,43.71,1.37119908204246,12.5387263339071,5.31,5.51,3.51,0.915,0.944,0.606,NA,NA,"","treated_plus","good",NA,NA,38,16,27,NA,NA,NA,35,NA,3,5,"",0.86625,0.172316384180791,0.171324863883848,0.172649572649573,NA,0.17209694023807,48.6559139784946,1234.17,1275.06,40.89,"3.822","5.73340594",8178,0.07,"no"
271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,19,16,"",3.43,-0.28,2.72,-31.15,41.26,0.793002915451895,12.0291545189504,1.29,2.22,2.34,0.18,0.257,0.101,NA,NA,"","treated_neg","good",NA,NA,15,13,13,NA,NA,NA,12,NA,1,NA,"",0.3845,0.13953488372093,0.115765765765766,0.0431623931623932,NA,0.0994876808830297,72.8494623655914,1250.11,1277.14,27.03,"NF","#VALUE!",5406,0,"no"
271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,19,16,"",3.408,-0.58,2.67,-31.09,40.34,0.783450704225352,11.8368544600939,1.29,2.22,2.34,0.18,0.257,0.101,NA,NA,"","treated_neg","good",NA,NA,15,13,13,NA,NA,NA,12,NA,1,NA,"",0.3845,0.13953488372093,0.115765765765766,0.0431623931623932,NA,0.0994876808830297,76.8817204301075,1250.11,1277.14,27.03,"NF","#VALUE!",5406,0,"no"
272,13,13,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",6,14,13,"",3.513,1.4,3.15,-30.37,44.84,0.89666951323655,12.7640193566752,2.09,1.64,1.72,0.254,0.251,0.292,NA,NA,"","untreated_neg","good",NA,NA,15,10,13,NA,NA,NA,11,NA,1,NA,"",0.44925,0.121531100478469,0.153048780487805,0.169767441860465,NA,0.14811577427558,50.2688172043011,1249.9,1272.11,22.21,"NF","#VALUE!",4442,0,"no"
273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,14,14,"",NA,NA,NA,NA,NA,NA,NA,4.15,3.14,4.98,0.443,0.384,0.483,NA,NA,"","controlNeg","weak",NA,NA,17,10,15,NA,NA,NA,5,NA,2,NA,"",0.5775,0.106746987951807,0.122292993630573,0.0969879518072289,NA,0.108675977796536,NA,NA,NA,NA,NA,NA,NA,NA,"no"
274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,9,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_neg","weak",NA,NA,12,7,10,NA,NA,NA,4,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,29,26,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_neg","good",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
276,17,8,0.529411765,1,0,9,10,3,"","9/16/17","10/28/17",20,59,49,"",3.519,-1.03,3.7,-28.59,44.98,1.05143506678034,12.7820403523728,4.99,3.44,NA,0.462,0.424,NA,NA,NA,"","treated_plus","good",NA,NA,54,21,39,NA,NA,NA,117,NA,13,18,"yes",NA,0.0925851703406814,0.123255813953488,NA,NA,0.107920492147085,82.9301075268817,1321.57,1361.79,40.22,"1.455","2.18226462",8044,0.027,"no"
277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","dontuse",NA,NA,8,6,3,NA,NA,NA,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11,10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_neg","dontuse",NA,NA,9,10,9,NA,NA,NA,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_neg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_neg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,7,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","good",NA,NA,9,10,9,NA,NA,NA,3,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
282,8,NA,NA,NA,NA,NA,NA,NA,NA,"","10/7/17",8,16,14,"",4.024,1.01,2.11,-30.35,42.74,0.524353876739563,10.6212723658052,1.71,1.25,1.18,0.196,0.184,0.123,NA,NA,"","treated_neg","good",NA,NA,15,10,14,NA,NA,NA,7,NA,2,NA,"",0.37575,0.114619883040936,0.1472,0.104237288135593,NA,0.122019057058843,55.510752688172,1245.18,1269.45,24.27,"NF","#VALUE!",4854,0,"no"
283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_neg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,8,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","dontuse",NA,NA,8,7,7,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlNeg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_neg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
287,15,8,0.466666667,NA,0,7,7,2,"","9/17/17","10/28/17",16,27,23,"",3.759,0.36,2.34,-31.08,42.78,0.622505985634477,11.3806863527534,1.9,3.5,2.42,0.267,0.465,0.276,NA,NA,"","treated_plus","good",NA,NA,25,14,22,NA,NA,NA,23,NA,NA,NA,"",0.502,0.140526315789474,0.132857142857143,0.11404958677686,NA,0.129144348474492,64.247311827957,1248.96,1305.36,56.4,"NF","#VALUE!",11280,0,"no"
288,14,14,0,NA,0,NA,0,NA,"","9/16/17","10/28/17",11,16,14,"",2.931,1.14,2.43,-30.14,45.92,0.82906857727738,15.6670078471511,5.16,3.14,4.55,0.464,0.345,0.383,NA,NA,"","treated_plus","good",NA,NA,14,13,12,NA,NA,NA,4,NA,1,NA,"",0.548,0.089922480620155,0.109872611464968,0.0841758241758242,NA,0.0946569720869825,53.7634408602151,1233.79,1284.27,50.48,"NF","#VALUE!",10096,0,"no"
289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_neg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,13,11,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"controlNeg","weak",NA,NA,14,6,13,NA,NA,NA,4,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_neg","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
294,12,0,1,NA,11,NA,0,NA,"","9/16/17","10/7/17",12,26,24,"y",NA,NA,NA,NA,NA,NA,NA,1.87,2.17,1.93,0.232,0.219,0.293,NA,NA,"","untreated_plus","good",NA,NA,22,14,22,NA,NA,NA,27,NA,6,NA,"",0.436,0.124064171122995,0.100921658986175,0.151813471502591,NA,0.12559976720392,NA,NA,NA,NA,NA,NA,NA,NA,"no"
295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,10,7,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","dontuse",NA,NA,12,6,7,NA,NA,NA,4,NA,3,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,6,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_neg","dontuse",NA,NA,9,8,7,NA,NA,NA,4,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,16,10,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_neg","weak",NA,NA,13,10,13,NA,NA,NA,6,NA,2,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,5,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","dontuse",NA,NA,8,8,7,NA,NA,NA,2,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"untreated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"treated_plus","dead",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no"
